Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
14340	-14752.9	-14775.4	22.5687	0.134433	0.0981914	0.0722357	0.0931551	0.0934091	0.083063	0.12219	0.0743505	0.0933857	0.15386	0.0700768	0.0789708	0.0809378	0.0925138	0.1123	0.114335	0.113974	0.110071	0.104385	0.0598945	0.0851094	0.0806816	0.150689	0.0261135	0.0295929	0.0306402	0.0431919	0.025613	0.037545	0.00997227	0.0244014	0.0279499	0.0351979	0.017769	0.0283503	0.0499456	0.013371	0.0270966	0.0863812	0.0363345	0.0211054	0.00534476	0.0418393	0.240091	0.247547	0.0599113	0.0242987	0.419508	0.00864375	0.240384	0.220429	0.170802	0.368385	2.889966
14350	-14752.7	-14775	22.2836	0.110752	0.0960886	0.0970188	0.113558	0.105205	0.0599117	0.110876	0.0804505	0.0866681	0.166076	0.063682	0.076512	0.0890746	0.0854213	0.0915373	0.116128	0.123852	0.115251	0.111927	0.0750172	0.0816308	0.083958	0.162743	0.0216979	0.0364615	0.0272847	0.0337003	0.0218528	0.0305656	0.0250942	0.0117004	0.0506826	0.0481091	0.0271047	0.0266219	0.0381526	0.00804765	0.0319138	0.0665586	0.0364751	0.0181006	0.0125788	0.0424311	0.238492	0.245899	0.0595124	0.0277798	0.416715	0.0116021	0.238435	0.218641	0.177527	0.365397	2.918473
14360	-14750.9	-14774.1	23.2629	0.138664	0.0960886	0.0952724	0.0861146	0.0850603	0.0650074	0.10903	0.0715342	0.0562092	0.184057	0.0848792	0.0645729	0.0811252	0.10438	0.120112	0.117329	0.114233	0.0965587	0.104679	0.0737098	0.0850296	0.067264	0.152144	0.0220788	0.0374932	0.0284948	0.033181	0.0229546	0.038897	0.0107516	0.0266293	0.0404486	0.0339792	0.0124926	0.0285607	0.0385307	0.0103234	0.0317712	0.0770469	0.0193069	0.0174058	0.0138262	0.0233175	0.241189	0.248679	0.0542497	0.0251835	0.421426	0.00927333	0.238435	0.218641	0.177527	0.365397	2.820545
14370	-14746	-14768.8	22.8095	0.14777	0.104288	0.0924572	0.0811345	0.105438	0.0645548	0.118143	0.0706476	0.070211	0.160723	0.066935	0.0770233	0.0921872	0.0929703	0.0888697	0.119177	0.121302	0.0892968	0.115122	0.0760534	0.0931104	0.07571	0.163738	0.018736	0.0386141	0.0440767	0.0478683	0.0210634	0.0332546	0.0156832	0.0183161	0.033107	0.0340635	0.0168293	0.0251647	0.045576	0.0158389	0.022227	0.0636441	0.0248782	0.0107483	0.0189809	0.030349	0.245057	0.252668	0.0551198	0.0272541	0.410479	0.00942207	0.238435	0.218641	0.177527	0.365397	2.865881
14380	-14746.2	-14768.3	22.0909	0.1193	0.100542	0.104061	0.0819228	0.105438	0.0802528	0.108953	0.0832251	0.0645143	0.173544	0.0721611	0.0770233	0.0987287	0.0929703	0.111307	0.11601	0.121558	0.106931	0.119119	0.0725494	0.0686895	0.0993312	0.138706	0.025514	0.0336371	0.0349189	0.0354045	0.0199754	0.0321107	0.0147514	0.0307856	0.0452112	0.0422613	0.0153661	0.0255097	0.0373933	0.0127639	0.0242831	0.0875195	0.0319422	0.0184365	0.0144417	0.0386795	0.240566	0.26435	0.0541096	0.026171	0.402956	0.0118469	0.237794	0.218053	0.179738	0.364415	2.937744
14390	-14753.1	-14775.6	22.4533	0.129136	0.0892544	0.100916	0.0724902	0.109642	0.0750105	0.129328	0.0683436	0.0839421	0.142213	0.0827132	0.0723189	0.092876	0.0914132	0.091221	0.104567	0.130685	0.104925	0.123718	0.0819004	0.0754517	0.0730314	0.138706	0.0317523	0.0339567	0.0308407	0.0413142	0.0209717	0.0434548	0.0143765	0.0284942	0.0484845	0.0381032	0.0166548	0.0249556	0.0407564	0.0166976	0.0329898	0.0930818	0.028107	0.017208	0.0154768	0.0200201	0.245799	0.257184	0.0552868	0.0179029	0.411723	0.0121046	0.225899	0.220598	0.182827	0.370676	2.9015
14400	-14770.3	-14792.8	22.4199	0.100631	0.100469	0.0899765	0.0778314	0.111292	0.0767839	0.121	0.0548317	0.0839421	0.17968	0.0547819	0.0824835	0.0866589	0.0924748	0.0938064	0.144831	0.159048	0.0911124	0.121723	0.0527946	0.0802762	0.0791805	0.114072	0.0252725	0.0491247	0.0327112	0.0471337	0.0258747	0.043787	0.0111119	0.0156927	0.0492793	0.0462646	0.0262693	0.0153885	0.0322872	0.0192523	0.020497	0.0849391	0.0310256	0.0220356	0.0203082	0.0369084	0.245799	0.257184	0.0552868	0.0179029	0.411723	0.0121046	0.24463	0.218837	0.172269	0.364264	2.904845
14410	-14751.8	-14773.5	21.7474	0.12327	0.0984708	0.111188	0.0809158	0.0955222	0.0873727	0.108314	0.0758079	0.0690497	0.160313	0.0858385	0.0704237	0.100006	0.106985	0.0975746	0.119796	0.11942	0.108941	0.109426	0.0818113	0.0904624	0.0656497	0.164689	0.0180705	0.0474104	0.0413241	0.0323334	0.0181862	0.0428985	0.0196615	0.0247493	0.057106	0.0408729	0.00808792	0.028166	0.0318068	0.0139551	0.0295785	0.0828065	0.0274513	0.019013	0.0277738	0.0295947	0.216619	0.268791	0.058861	0.0200407	0.423038	0.0126509	0.24463	0.218837	0.172269	0.364264	2.972094
14420	-14756.2	-14777.4	21.2121	0.129068	0.105404	0.0997594	0.0711354	0.110503	0.0677094	0.0964302	0.0744155	0.104613	0.171765	0.0772	0.0639784	0.0968592	0.0881688	0.0972382	0.119796	0.12629	0.0990964	0.112219	0.0818113	0.0894984	0.0828219	0.180785	0.0272134	0.0401521	0.0403504	0.0549883	0.0309858	0.0415756	0.014117	0.0128415	0.035105	0.0500451	0.0128018	0.0261045	0.0571403	0.0122258	0.0229132	0.0996319	0.0394205	0.018005	0.0163588	0.0270776	0.211341	0.266313	0.0691319	0.019856	0.419138	0.0142199	0.24463	0.218837	0.172269	0.364264	3.025619
14430	-14756.7	-14779.2	22.5662	0.12812	0.105512	0.0771937	0.0766895	0.0910325	0.0673238	0.10015	0.0734896	0.0833957	0.157778	0.0851055	0.0672916	0.0915257	0.0927746	0.119254	0.126677	0.127342	0.102746	0.12536	0.0886418	0.0828811	0.0682502	0.139458	0.0314042	0.033912	0.0302474	0.0415824	0.0139324	0.0301892	0.00993945	0.0150433	0.057053	0.0439577	0.0281249	0.0238872	0.0391722	0.0171063	0.0252826	0.0755347	0.0321138	0.0225613	0.0176995	0.0234789	0.223307	0.281391	0.0592037	0.0183564	0.410056	0.0076853	0.247578	0.209422	0.174346	0.368654	2.890215
14440	-14762.8	-14786	23.1572	0.12059	0.0817281	0.0991392	0.0808134	0.0967278	0.0786334	0.109325	0.0559913	0.0659354	0.156317	0.0518416	0.0813872	0.0858631	0.0835103	0.106509	0.155035	0.0901084	0.0942638	0.121406	0.0798344	0.0788165	0.0851621	0.150041	0.0293673	0.0213317	0.027873	0.0329459	0.0228104	0.03571	0.0139818	0.0189071	0.0462335	0.0418282	0.0306288	0.0502439	0.0472672	0.0130283	0.0221884	0.072974	0.0286148	0.0223982	0.0145538	0.0292487	0.228363	0.270762	0.0569673	0.0246916	0.411821	0.00739498	0.247578	0.209422	0.174346	0.368654	2.831113
14450	-14750.4	-14773.4	22.9592	0.124077	0.0990734	0.0873611	0.111592	0.091588	0.07175	0.101315	0.0815493	0.0748302	0.156317	0.0683616	0.0852001	0.0973992	0.10442	0.0906044	0.110832	0.112686	0.100805	0.111231	0.0724699	0.0816149	0.0756745	0.149972	0.024873	0.0355187	0.0215108	0.0347459	0.027933	0.03571	0.0174937	0.018287	0.0353416	0.0476315	0.0166225	0.0322514	0.0312455	0.0155912	0.0259509	0.062376	0.0323414	0.0142293	0.0129147	0.0476214	0.22824	0.277267	0.0497076	0.0246782	0.411598	0.00850878	0.253233	0.214205	0.155489	0.377074	2.850914
14460	-14764.2	-14785.6	21.4813	0.158114	0.0989361	0.0812173	0.0834414	0.109285	0.0740469	0.128773	0.0692751	0.0726437	0.170125	0.0683616	0.0764636	0.0872237	0.117383	0.106578	0.116881	0.147967	0.101631	0.133018	0.0649476	0.0743757	0.0891321	0.156048	0.0244598	0.0337741	0.0256279	0.0557634	0.0293099	0.0402453	0.0237951	0.026424	0.0571847	0.0307345	0.0248812	0.0229391	0.0399013	0.0166049	0.0179067	0.0671852	0.017907	0.00513467	0.0200523	0.0330078	0.211743	0.276613	0.0495903	0.0320794	0.418033	0.0119417	0.253233	0.214205	0.155489	0.377074	2.998707
14470	-14769.2	-14790.7	21.5069	0.134296	0.101676	0.10584	0.0916036	0.0890351	0.0595882	0.0977043	0.0809592	0.0754265	0.184473	0.0808748	0.066159	0.101839	0.113824	0.139094	0.134152	0.118106	0.0890999	0.104405	0.0694924	0.0736882	0.0787379	0.156048	0.0210284	0.0351244	0.0474631	0.0331926	0.0276892	0.0515249	0.031571	0.0177647	0.0320176	0.0434671	0.0195641	0.0366457	0.0320102	0.0145633	0.0280756	0.0737479	0.0342019	0.00927487	0.0187124	0.0423806	0.211324	0.276065	0.049492	0.0339968	0.417205	0.011918	0.253741	0.212627	0.155801	0.377831	2.996142
14480	-14747	-14769.4	22.3342	0.113952	0.108353	0.0967873	0.0839568	0.0890351	0.0781336	0.110682	0.0671656	0.0928001	0.163403	0.0557316	0.0879438	0.0852405	0.093888	0.105246	0.131311	0.116054	0.098515	0.105007	0.072703	0.080873	0.107373	0.153937	0.0298321	0.0362794	0.0358523	0.0352906	0.0227687	0.0406472	0.0189627	0.0243544	0.0425126	0.0407351	0.0179663	0.0205264	0.0341768	0.0174107	0.0337103	0.0803582	0.0228224	0.0155086	0.0143684	0.031237	0.214474	0.274724	0.0546944	0.0209039	0.423424	0.0117799	0.254353	0.214682	0.157306	0.373659	2.913414
14490	-14754.6	-14776.8	22.2682	0.134174	0.0979243	0.0917169	0.0839568	0.094432	0.0742939	0.101808	0.0681841	0.0785762	0.163403	0.0982286	0.0884735	0.0820479	0.0875368	0.105246	0.119467	0.109212	0.108043	0.119806	0.072215	0.0840384	0.081049	0.158397	0.0200996	0.0364138	0.0271129	0.033928	0.0119091	0.0339175	0.0210631	0.0132853	0.0516979	0.0426061	0.0145143	0.0301978	0.0308675	0.023878	0.0166335	0.0967024	0.0240412	0.0188674	0.0252407	0.0448107	0.214826	0.271835	0.0541191	0.0285934	0.41897	0.011656	0.254353	0.214682	0.157306	0.373659	2.920015
14500	-14759.5	-14782.2	22.6995	0.116945	0.0868494	0.0918602	0.0839568	0.094432	0.0842516	0.0897715	0.0765672	0.0820046	0.171038	0.0620013	0.0737303	0.0914156	0.109327	0.103463	0.0959983	0.132395	0.0894921	0.119806	0.0818623	0.0796368	0.0675113	0.15703	0.0397643	0.0361996	0.0268532	0.0518598	0.0264202	0.0409154	0.0115564	0.0059878	0.0318215	0.0397737	0.0207925	0.0248036	0.052628	0.0129934	0.0318783	0.0752815	0.0245227	0.0250143	0.0263628	0.0301063	0.216868	0.265721	0.0538259	0.0288652	0.422953	0.0117668	0.25009	0.211084	0.17143	0.367397	2.876879
14510	-14764.1	-14786.2	22.0556	0.120164	0.089699	0.076021	0.0959997	0.0975238	0.0753134	0.116476	0.0625122	0.0736886	0.18341	0.0659527	0.0754764	0.100583	0.0993721	0.10939	0.122356	0.132395	0.0988928	0.105433	0.0901257	0.0785933	0.0632569	0.159444	0.0411953	0.0385107	0.0517724	0.0450012	0.0345145	0.0385072	0.00796152	0.00499095	0.0297541	0.0253927	0.0160182	0.0297061	0.0409672	0.0135744	0.0166533	0.0966023	0.0347628	0.0166734	0.0252999	0.0413321	0.217768	0.266824	0.0540492	0.0289849	0.421335	0.0110388	0.249474	0.213027	0.171008	0.366492	2.941268
14520	-14752.7	-14774.5	21.7817	0.135586	0.0994193	0.11099	0.0976768	0.0968308	0.0576212	0.134535	0.0720806	0.0948218	0.155907	0.0764141	0.0823597	0.0868635	0.0858294	0.0934301	0.107106	0.131257	0.101328	0.136181	0.0711429	0.0896701	0.0864264	0.176894	0.0241759	0.0285164	0.0356134	0.0336226	0.0212515	0.0303634	0.00567188	0.00812397	0.0481457	0.0420009	0.0158519	0.0318177	0.0528731	0.0137191	0.0190257	0.0851963	0.0241046	0.0164543	0.0180083	0.0337527	0.225247	0.263389	0.0533534	0.0300136	0.415911	0.0120868	0.249474	0.213027	0.171008	0.366492	2.968659
14530	-14762.6	-14786	23.381	0.0926748	0.0938201	0.117325	0.0732732	0.103199	0.0659639	0.0894818	0.0790379	0.0887543	0.137004	0.0580973	0.0872687	0.0875199	0.0782234	0.0929504	0.117065	0.141774	0.10296	0.103861	0.0697302	0.0895106	0.0830416	0.168515	0.0189098	0.0402915	0.0374637	0.0286315	0.0334793	0.0370249	0.00270614	0.0120477	0.0429586	0.0357002	0.0181312	0.0312595	0.0375131	0.0131652	0.0189948	0.0845986	0.0247102	0.0229669	0.0201824	0.0269431	0.230663	0.269722	0.0546363	0.0307353	0.406137	0.00810632	0.24441	0.208703	0.167536	0.379351	2.808729
14540	-14752.3	-14774.6	22.3263	0.118428	0.106653	0.0987383	0.0748177	0.116819	0.0684049	0.122995	0.0649277	0.0819655	0.159887	0.0785912	0.0776791	0.0844747	0.0987658	0.106037	0.10987	0.107293	0.121691	0.106791	0.0683935	0.098069	0.087401	0.149894	0.0208183	0.0333782	0.0276872	0.0437326	0.0148113	0.0363501	0.00301477	0.0230104	0.0346739	0.0417286	0.0109994	0.0316666	0.0511015	0.0242782	0.0234433	0.0662706	0.0465758	0.0202557	0.013593	0.0382224	0.222702	0.27411	0.0555252	0.0260215	0.407759	0.0138824	0.245189	0.209368	0.164883	0.38056	2.914199
14550	-14758.8	-14780.9	22.0119	0.141639	0.108924	0.097945	0.0931744	0.117759	0.065638	0.110805	0.0641088	0.0834041	0.172391	0.0522703	0.0889177	0.0918449	0.101247	0.11284	0.132137	0.119287	0.0997363	0.120882	0.0740734	0.0805279	0.100369	0.149894	0.0191645	0.0344531	0.0275116	0.0508209	0.025483	0.0303189	0.00297283	0.0232908	0.031655	0.0294337	0.0204936	0.030673	0.0356628	0.0155191	0.0207675	0.0772532	0.0265367	0.0189062	0.0191673	0.0257484	0.222457	0.273809	0.0554642	0.0296231	0.407312	0.0113342	0.232331	0.207725	0.18237	0.377574	2.945646
14560	-14754.9	-14779.4	24.4945	0.0969707	0.0943931	0.097945	0.0814801	0.0939019	0.060934	0.102399	0.0640864	0.0801263	0.145991	0.0616351	0.0649768	0.0918449	0.0727641	0.100774	0.121942	0.119287	0.0997363	0.113824	0.0823591	0.0690468	0.0770189	0.101876	0.0211116	0.0397029	0.0324902	0.0363366	0.0302834	0.0365298	0.00965433	0.0233523	0.028246	0.0419829	0.00924836	0.0201452	0.0394465	0.0191554	0.0295056	0.0878674	0.0339457	0.0158274	0.0128532	0.0343883	0.234864	0.254896	0.0604829	0.0297953	0.40968	0.0102814	0.232331	0.207725	0.18237	0.377574	2.697386
14570	-14760	-14781.8	21.827	0.129179	0.114655	0.128806	0.0909017	0.121238	0.0698969	0.125338	0.0728118	0.0791952	0.157871	0.0768066	0.0780655	0.0931055	0.111013	0.10853	0.109513	0.121108	0.0997363	0.113893	0.0642293	0.0725024	0.0693794	0.160698	0.0128096	0.0312224	0.026099	0.0293549	0.0212778	0.0398314	0.0217682	0.0309915	0.0313888	0.0457987	0.0067765	0.0373064	0.0281169	0.0241425	0.0399355	0.0767499	0.0275006	0.0148603	0.0154173	0.0343188	0.235643	0.255741	0.0606834	0.0298941	0.411038	0.00700015	0.245013	0.207839	0.178203	0.368946	2.964138
14580	-14755.6	-14779.1	23.5279	0.128359	0.0856213	0.0916909	0.0814478	0.0880213	0.0614988	0.115913	0.0757656	0.0900403	0.157998	0.0817762	0.0536353	0.0848643	0.0901907	0.0900213	0.13364	0.107309	0.0973937	0.113023	0.073965	0.0741662	0.0889529	0.156182	0.0307078	0.0338186	0.0242588	0.0337383	0.0293098	0.0237624	0.016757	0.0220142	0.0282924	0.041215	0.00895875	0.0235961	0.0292868	0.0145858	0.0216014	0.0809572	0.0279655	0.0171534	0.0260051	0.0385816	0.250464	0.251972	0.0597891	0.0234654	0.405158	0.00915085	0.244606	0.209152	0.177908	0.368334	2.79404
14590	-14753.1	-14776.1	23.0221	0.140228	0.0972769	0.0784668	0.100706	0.0959953	0.0696271	0.112005	0.0586236	0.0847154	0.157998	0.0664034	0.0636332	0.0766033	0.0841857	0.100093	0.116126	0.119273	0.107385	0.108691	0.0644306	0.0623457	0.0810573	0.146379	0.0177462	0.0445316	0.038518	0.0510933	0.0233205	0.0320892	0.0192482	0.0230209	0.0315842	0.0318853	0.0157354	0.0358423	0.0473345	0.028398	0.0263211	0.0945894	0.0270073	0.0143377	0.0131087	0.0366634	0.243144	0.253219	0.0600848	0.0235814	0.407162	0.0128093	0.239047	0.204398	0.173864	0.382692	2.844623
14600	-14747.8	-14770.4	22.5761	0.140228	0.125566	0.104024	0.0851242	0.0885497	0.070971	0.108381	0.0630687	0.0847154	0.186384	0.0545335	0.0729549	0.0909742	0.0864924	0.101366	0.116126	0.119273	0.104084	0.121904	0.0703723	0.0893529	0.0889626	0.145884	0.0153263	0.0244249	0.0447061	0.0404032	0.0224384	0.0379272	0.0179311	0.0159901	0.0298615	0.0365068	0.0124159	0.0224772	0.0359596	0.017929	0.0172056	0.0872491	0.0222703	0.0189632	0.00807192	0.0418784	0.246249	0.256451	0.0525799	0.0238825	0.41236	0.00847785	0.238446	0.206398	0.173427	0.38173	2.889228
14610	-14755.5	-14779.9	24.4642	0.0970757	0.0765678	0.0842968	0.0894771	0.093274	0.0880021	0.115244	0.0622869	0.0700803	0.152014	0.0681609	0.0815204	0.097254	0.0912341	0.104011	0.116126	0.123675	0.113198	0.10872	0.0544484	0.0786958	0.0838881	0.127973	0.027791	0.0278871	0.0321241	0.0324048	0.0142835	0.0195474	0.0177854	0.0256773	0.0379139	0.028902	0.0101032	0.0312068	0.0365233	0.0157595	0.0169447	0.0764131	0.0186181	0.0100329	0.0129159	0.0303562	0.23611	0.26004	0.0533157	0.0242167	0.41813	0.00818703	0.239155	0.204037	0.173943	0.382865	2.700412
14620	-14749	-14772.3	23.3412	0.0975054	0.0946475	0.0906681	0.100088	0.0836506	0.0597895	0.115244	0.060981	0.0644615	0.18283	0.0750644	0.0814048	0.0909223	0.0912341	0.0814677	0.139875	0.115882	0.0964357	0.104803	0.0771349	0.0788186	0.0801334	0.147775	0.015457	0.0332652	0.0285487	0.04523	0.0232948	0.0309572	0.0173288	0.0175387	0.0448732	0.0401564	0.00666111	0.0326927	0.0471528	0.0228277	0.0242339	0.0701699	0.0267059	0.0198564	0.01541	0.0395309	0.238782	0.262983	0.053919	0.0251174	0.410845	0.00835375	0.238063	0.20433	0.174192	0.383415	2.81271
14630	-14749.6	-14772.3	22.7108	0.125335	0.103964	0.110181	0.0923308	0.0920329	0.0650713	0.112529	0.0676453	0.0821078	0.160841	0.0666134	0.069769	0.0894407	0.107373	0.108641	0.122289	0.110092	0.10105	0.115645	0.0690631	0.0817268	0.0847988	0.134021	0.0185411	0.0246847	0.0390564	0.0430356	0.0233899	0.0285384	0.0209984	0.0185862	0.0464355	0.0445082	0.00296568	0.0417678	0.0454694	0.0228979	0.0246145	0.0637206	0.0185912	0.0145284	0.0153101	0.0455528	0.237121	0.261154	0.0535441	0.0293067	0.407988	0.0108859	0.237556	0.203895	0.17595	0.382599	2.875753
14640	-14747.1	-14770.5	23.3488	0.118176	0.102176	0.090604	0.0705511	0.0798636	0.0684105	0.112503	0.0692973	0.0745616	0.168476	0.0673839	0.0842199	0.0907121	0.0771269	0.0895477	0.125853	0.113899	0.0929999	0.1213	0.0828769	0.0685098	0.0832448	0.171322	0.0180679	0.0372499	0.0319174	0.0481383	0.0176819	0.0333294	0.0126969	0.0293593	0.0336466	0.0318136	0.0169163	0.0265283	0.0354715	0.0161457	0.0293116	0.0876923	0.026747	0.0122463	0.0081361	0.0352383	0.233712	0.263384	0.0540012	0.0295569	0.411472	0.00787452	0.243476	0.206442	0.173396	0.376687	2.811949
14650	-14745.9	-14768.3	22.4021	0.123659	0.0868329	0.106069	0.107423	0.0900545	0.0716193	0.118494	0.084724	0.0817966	0.189488	0.0594557	0.0610503	0.0927508	0.0950399	0.0961857	0.114431	0.129926	0.106378	0.118821	0.0721427	0.0875691	0.0968817	0.129662	0.0159668	0.02262	0.0405332	0.0378945	0.017123	0.0373518	0.0115862	0.0155049	0.0374442	0.0414899	0.0162396	0.0240259	0.038028	0.027794	0.0227143	0.0777452	0.0280241	0.015344	0.0183992	0.040339	0.233282	0.262899	0.0539019	0.0295025	0.410715	0.00970016	0.24529	0.20798	0.167235	0.379494	2.906621
14660	-14748.5	-14770.9	22.3829	0.128964	0.0942006	0.0987608	0.0994683	0.0991519	0.0778553	0.109689	0.0809489	0.0845121	0.18078	0.0645139	0.0682785	0.0835492	0.0823402	0.107189	0.114629	0.111627	0.117802	0.112266	0.0748577	0.0854817	0.0838621	0.132837	0.0129822	0.0336875	0.0548085	0.0420905	0.0265646	0.0324195	0.0153476	0.0299986	0.033607	0.0386279	0.0161711	0.0207174	0.0367436	0.0151717	0.022975	0.0906747	0.0287262	0.01582	0.0153639	0.0324801	0.249433	0.242687	0.0576338	0.0315451	0.409068	0.00963395	0.24529	0.20798	0.167235	0.379494	2.908541
14670	-14747	-14770.4	23.3965	0.115237	0.078113	0.099299	0.107933	0.101944	0.0762981	0.106034	0.0737495	0.0712948	0.161302	0.0759102	0.0708378	0.0804397	0.0953325	0.104338	0.104818	0.133489	0.0975336	0.108933	0.0675761	0.0807367	0.0806205	0.138202	0.0150366	0.0265967	0.0416854	0.0430934	0.0291459	0.0319787	0.0107445	0.0194409	0.033337	0.0307441	0.00835549	0.0136535	0.0353337	0.0254801	0.0244589	0.0837802	0.0269908	0.0134931	0.023012	0.040846	0.239543	0.263043	0.0471785	0.0278902	0.411841	0.010504	0.242363	0.205498	0.177174	0.374965	2.80718
14680	-14754	-14777.2	23.2091	0.128189	0.100846	0.0762789	0.103501	0.122544	0.0781144	0.11091	0.0724098	0.0827084	0.157254	0.0730305	0.0648229	0.0804397	0.0921235	0.096616	0.116578	0.105942	0.108611	0.108933	0.0726733	0.0966802	0.0727362	0.140148	0.0149403	0.0197304	0.0263972	0.0482685	0.0259885	0.0295601	0.0109271	0.0166372	0.0342571	0.0422348	0.0111635	0.0231276	0.0304453	0.0124486	0.0283217	0.0935245	0.0252277	0.0148438	0.0152622	0.0405221	0.234753	0.257783	0.0557091	0.0363336	0.403605	0.0118159	0.242838	0.207579	0.178968	0.370615	2.825919
14690	-14758.3	-14781.2	22.9115	0.119868	0.078607	0.10147	0.0846279	0.0901438	0.0834156	0.102635	0.0882217	0.0740665	0.137744	0.0575553	0.0707995	0.103398	0.0849349	0.096616	0.149483	0.105942	0.103567	0.103213	0.0812878	0.0788968	0.0921018	0.138464	0.0190426	0.0210109	0.0345016	0.0452651	0.0223707	0.0323879	0.0191889	0.0299139	0.038319	0.0339479	0.0185717	0.0224334	0.0504692	0.0251347	0.039252	0.0881507	0.029585	0.0193034	0.00993229	0.0298461	0.23952	0.263019	0.0568405	0.0179317	0.411802	0.010887	0.242838	0.207579	0.178968	0.370615	2.855687
14700	-14747.5	-14770.6	23.1221	0.119744	0.0754905	0.102587	0.0842767	0.0912561	0.067474	0.100896	0.0701148	0.0916452	0.169552	0.0821729	0.0757504	0.0879325	0.0844863	0.0924203	0.113553	0.126295	0.0934053	0.118991	0.0649467	0.0699692	0.0792257	0.181383	0.0192318	0.0306955	0.0433995	0.0465802	0.0205425	0.0300146	0.0223591	0.0215381	0.038369	0.0345594	0.0110059	0.0186991	0.0499183	0.0158025	0.0264302	0.0786781	0.0274223	0.0179906	0.00783595	0.0299784	0.242615	0.261336	0.0575749	0.0181633	0.409283	0.0110276	0.234107	0.209973	0.181032	0.374889	2.83462
14710	-14751.2	-14773	21.7653	0.114233	0.12201	0.107654	0.0985022	0.108092	0.0660667	0.130675	0.0699309	0.0898402	0.1614	0.0705664	0.0668781	0.0871504	0.111023	0.102787	0.114932	0.127729	0.108804	0.120098	0.0770769	0.0824873	0.0755664	0.153867	0.0207335	0.0250218	0.0276762	0.0285333	0.0299227	0.0389219	0.0189151	0.0150009	0.0369312	0.0359383	0.0222333	0.0240735	0.0549683	0.0131922	0.0245683	0.0910294	0.0265522	0.0155366	0.0212395	0.0319424	0.243961	0.262786	0.0558507	0.0147595	0.411554	0.0110888	0.238304	0.213737	0.166348	0.38161	2.970301
14720	-14760.6	-14782.3	21.6267	0.110573	0.106998	0.0903045	0.109031	0.108999	0.0619249	0.111249	0.0797788	0.0757992	0.19283	0.058335	0.0670711	0.0878069	0.103565	0.112856	0.115227	0.135714	0.106747	0.119727	0.0992007	0.0870153	0.0862525	0.153285	0.0224963	0.0270436	0.0292246	0.026158	0.0387637	0.0371957	0.0369528	0.0125931	0.0327796	0.0359383	0.0199878	0.0237499	0.0530554	0.0128662	0.0196268	0.0881511	0.0356225	0.010655	0.0184709	0.0225442	0.238405	0.264587	0.0519166	0.031591	0.402181	0.0113199	0.238304	0.213737	0.166348	0.38161	2.984166
14730	-14762.7	-14784.8	22.1426	0.121296	0.0989777	0.10536	0.085424	0.0744312	0.0777444	0.101612	0.0741299	0.0827203	0.164512	0.0559648	0.0795319	0.0826044	0.0870609	0.102958	0.114146	0.144347	0.0950934	0.118542	0.0755957	0.0894873	0.100993	0.183341	0.0132294	0.025638	0.028885	0.0338163	0.0304515	0.0352624	0.0225029	0.0329001	0.0372762	0.0611489	0.0097969	0.014564	0.0540398	0.00928785	0.0287183	0.0790442	0.0336054	0.0146069	0.0145805	0.0373498	0.239947	0.266299	0.0522524	0.0317954	0.404783	0.00492353	0.236564	0.212176	0.172437	0.378823	2.932576
14740	-14767.9	-14789.7	21.7783	0.142722	0.112325	0.10536	0.0926964	0.0747957	0.0777654	0.0988727	0.0804562	0.082512	0.161756	0.0896504	0.0779414	0.0829217	0.082272	0.0950454	0.12422	0.137979	0.108279	0.117655	0.085823	0.103065	0.0824405	0.15379	0.00680336	0.0355442	0.0240578	0.0313944	0.0250247	0.0485622	0.0167266	0.0216726	0.0392709	0.0472012	0.00524184	0.0285801	0.0332003	0.0176688	0.0277863	0.0820788	0.0369758	0.011572	0.018851	0.0404425	0.202754	0.275297	0.0595927	0.0342835	0.41846	0.00961229	0.237268	0.211981	0.172278	0.378474	2.969001
14750	-14760	-14781.7	21.6344	0.108847	0.107629	0.0899254	0.0972965	0.0975783	0.0612279	0.124577	0.0758482	0.0826311	0.191536	0.0969635	0.0700295	0.0920251	0.100839	0.122973	0.108586	0.129418	0.096609	0.110511	0.0769917	0.0931115	0.0898372	0.15893	0.0177312	0.0253346	0.0328728	0.0464899	0.0138974	0.0322128	0.0143665	0.0331153	0.041768	0.0335973	0.00613706	0.0322861	0.0423913	0.0151246	0.0220916	0.101304	0.0342406	0.00847841	0.0193008	0.0267357	0.203348	0.276103	0.0597672	0.0343838	0.419686	0.00671219	0.237227	0.212116	0.172248	0.378409	2.983397
