Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
14760	-14774.1	-14795.5	21.4049	0.0962704	0.0967292	0.0954275	0.0829411	0.085731	0.0881033	0.10704	0.0611308	0.0681605	0.194482	0.0763707	0.0656275	0.093013	0.0935838	0.102951	0.149056	0.123645	0.110016	0.146227	0.0815052	0.101424	0.0879536	0.164444	0.018569	0.0190274	0.0402371	0.0608291	0.02391	0.0383803	0.00895223	0.0264631	0.046513	0.055898	0.0111008	0.0426893	0.028077	0.00341957	0.0315348	0.076837	0.0402435	0.0197032	0.015139	0.0269872	0.205262	0.278702	0.0603299	0.0239985	0.423636	0.00807119	0.241177	0.215648	0.175116	0.368058	3.006344
14770	-14753.7	-14775.6	21.9013	0.149133	0.098836	0.0812008	0.118194	0.0946817	0.0718061	0.119596	0.0778475	0.0713677	0.199197	0.056391	0.067798	0.0841577	0.100914	0.11054	0.124078	0.110768	0.105337	0.109835	0.0741988	0.0797286	0.0887804	0.153876	0.0210467	0.0323798	0.0367443	0.0386338	0.0176904	0.0390792	0.0207765	0.0291228	0.0456262	0.0386686	0.00849411	0.0352272	0.0320704	0.0119919	0.0278921	0.08052	0.0324677	0.00892225	0.0181889	0.0328951	0.20833	0.275931	0.0597299	0.0237598	0.419424	0.0128259	0.241177	0.215648	0.175116	0.368058	2.956699
14780	-14751.3	-14773.9	22.6119	0.120293	0.100296	0.0849314	0.083857	0.0900185	0.0734603	0.107458	0.0776025	0.0958819	0.166387	0.0778771	0.0667888	0.0897539	0.102208	0.115519	0.124078	0.14376	0.094462	0.114793	0.061746	0.0841815	0.0617196	0.143227	0.0171001	0.0179901	0.037242	0.0463192	0.0209216	0.031731	0.0191324	0.0271189	0.0411383	0.0330766	0.0158124	0.0226412	0.0523781	0.0212456	0.0311859	0.0687678	0.0270926	0.0240873	0.0163822	0.033976	0.224236	0.260694	0.0642903	0.0288978	0.408077	0.0138052	0.241177	0.215648	0.175116	0.368058	2.885639
14790	-14753.6	-14777	23.3288	0.127371	0.0969661	0.090344	0.0901294	0.0880553	0.0728209	0.113162	0.0616718	0.0787137	0.152742	0.0689623	0.0630751	0.0746947	0.0956149	0.107083	0.127359	0.103272	0.099118	0.115897	0.0644756	0.0672428	0.102392	0.144188	0.0189271	0.0305986	0.0322191	0.0190026	0.0254118	0.0451206	0.0343403	0.0265019	0.0476722	0.0317804	0.0160608	0.0345454	0.0473332	0.0172291	0.0249061	0.0660234	0.0247729	0.0135417	0.0255645	0.0270558	0.227011	0.26392	0.0587143	0.0292555	0.413128	0.00797123	0.232752	0.208114	0.168998	0.390136	2.813957
14800	-14768.1	-14791.3	23.1791	0.119116	0.0786657	0.090344	0.0921924	0.092463	0.0637839	0.115575	0.0968835	0.0730758	0.157483	0.076182	0.0628654	0.0939107	0.108383	0.0882651	0.123572	0.119993	0.100648	0.120195	0.0618992	0.0505449	0.0890939	0.144188	0.0243413	0.034311	0.0313366	0.0317649	0.0349735	0.0258409	0.0259437	0.0160676	0.0318447	0.0477722	0.00888072	0.0148957	0.047697	0.0105939	0.0290857	0.0832225	0.0275248	0.015709	0.0191548	0.0486386	0.233107	0.271008	0.0658943	0.0192125	0.396591	0.0141865	0.232752	0.208114	0.168998	0.390136	2.828921
14810	-14766.4	-14788.7	22.3306	0.133004	0.107087	0.119532	0.0704112	0.108044	0.0813652	0.0892752	0.0701305	0.0945913	0.176368	0.0627035	0.0737508	0.0938713	0.10878	0.110911	0.113969	0.129136	0.0762424	0.126432	0.0709991	0.0827799	0.0987524	0.133104	0.0205704	0.0198877	0.0237138	0.038934	0.0205214	0.0299009	0.0149734	0.024661	0.0393017	0.0445407	0.02058	0.0223011	0.046273	0.0118279	0.0177678	0.0795415	0.0220558	0.023668	0.0161631	0.0453522	0.240231	0.257054	0.0658414	0.0304114	0.396273	0.0101892	0.213322	0.218552	0.177475	0.390651	2.913774
14820	-14749.3	-14772.1	22.7962	0.137516	0.105525	0.102292	0.078222	0.108044	0.0780998	0.120349	0.0679106	0.0840777	0.177571	0.0583688	0.080466	0.0895827	0.0877771	0.0894362	0.114365	0.123491	0.098183	0.106899	0.0755974	0.075727	0.0729838	0.138012	0.017367	0.0324058	0.0452402	0.035717	0.0261895	0.0276738	0.0207733	0.0166459	0.0438366	0.0391197	0.0138426	0.0211922	0.0407016	0.0139762	0.0232213	0.0767461	0.0260123	0.0229796	0.0131254	0.0399485	0.244937	0.271179	0.0464091	0.0230509	0.404035	0.0103888	0.213322	0.218552	0.177475	0.390651	2.867211
14830	-14757.4	-14778.9	21.541	0.114897	0.0940398	0.126792	0.0836057	0.0904541	0.0701887	0.126762	0.0775434	0.0764829	0.171491	0.0859465	0.0762966	0.0909938	0.102656	0.103155	0.132846	0.12822	0.119167	0.136667	0.0651166	0.0824769	0.0694274	0.15872	0.0215032	0.0382241	0.027468	0.0267989	0.0222499	0.045589	0.0115757	0.0207705	0.0401782	0.0377052	0.0116322	0.0246642	0.0485137	0.0188719	0.0264046	0.0834199	0.0299389	0.0198093	0.0135182	0.0399485	0.248174	0.270554	0.0463021	0.020322	0.403104	0.0115437	0.213322	0.218552	0.177475	0.390651	2.992729
14840	-14752.9	-14775	22.0752	0.13166	0.0994564	0.0990785	0.106342	0.105094	0.0733185	0.101982	0.0668673	0.0725546	0.171491	0.0706669	0.0814292	0.0879302	0.107912	0.103155	0.119569	0.114372	0.0873593	0.103098	0.093589	0.0697322	0.0746729	0.168952	0.0181459	0.0330611	0.0330844	0.0311581	0.0230556	0.0478347	0.0125322	0.0250863	0.0577962	0.0359848	0.00934451	0.0296778	0.0501342	0.0196608	0.024448	0.0834199	0.0249109	0.0285912	0.0189242	0.022178	0.244415	0.269168	0.0528533	0.0251964	0.396998	0.0113689	0.236129	0.210905	0.161854	0.391112	2.939311
14850	-14754.1	-14776.9	22.8941	0.107186	0.0683225	0.0897485	0.101431	0.0938256	0.0590724	0.11407	0.0604018	0.0848312	0.171491	0.0706669	0.0833593	0.107514	0.0991205	0.106443	0.119569	0.118565	0.122827	0.0997834	0.0783595	0.077716	0.0746729	0.146241	0.0228955	0.0460575	0.0266516	0.0458542	0.0147046	0.0336045	0.0089044	0.0267393	0.0403473	0.0430486	0.0083035	0.0312971	0.0438813	0.0128966	0.0201808	0.0805106	0.0235152	0.0295496	0.0154115	0.0278573	0.235829	0.272681	0.0514442	0.0271104	0.402179	0.0107577	0.236129	0.210905	0.161854	0.391112	2.857428
14860	-14759.3	-14781	21.7141	0.117052	0.101965	0.068753	0.0985327	0.0778127	0.0705913	0.11407	0.0605315	0.0880414	0.175497	0.0748501	0.0716923	0.0915582	0.0828093	0.110948	0.125115	0.120801	0.114909	0.115946	0.0929586	0.0702785	0.0809569	0.154304	0.0341904	0.0312859	0.0426833	0.0370293	0.0354924	0.0431516	0.0135666	0.0233373	0.0403473	0.0513308	0.0156822	0.03545	0.0306098	0.0245554	0.0285869	0.0973358	0.0320534	0.0177173	0.0172799	0.0437618	0.235886	0.272747	0.0514568	0.0281696	0.402277	0.0094626	0.239421	0.208651	0.165582	0.386346	2.975421
14870	-14760.5	-14782.9	22.4769	0.110577	0.119711	0.0919794	0.0952015	0.0965283	0.0744499	0.102385	0.0697635	0.103873	0.174248	0.0700238	0.0678051	0.0886323	0.0828093	0.12396	0.125115	0.128477	0.108001	0.103112	0.0513632	0.0819819	0.0617016	0.156557	0.0263892	0.0307399	0.0427112	0.0503874	0.0223246	0.043135	0.0161568	0.0139651	0.0475773	0.0183513	0.0045675	0.026801	0.0446737	0.0153172	0.0315951	0.0674114	0.0352491	0.0195037	0.0156314	0.0383968	0.22742	0.262958	0.04961	0.0274912	0.420968	0.0115518	0.239421	0.208651	0.165582	0.386346	2.89914
14880	-14751.3	-14773.5	22.191	0.109986	0.0880981	0.0919794	0.105753	0.0965283	0.0774551	0.103836	0.0638781	0.0855756	0.185262	0.0629894	0.0975139	0.0804625	0.0987262	0.0926497	0.138482	0.124635	0.115248	0.116098	0.0610168	0.0819902	0.0792964	0.168365	0.0221545	0.0337652	0.0421379	0.0364164	0.0226582	0.0502623	0.00813078	0.0263162	0.0314044	0.0349603	0.00893719	0.0215916	0.0424092	0.0146257	0.0207981	0.0723531	0.0386909	0.0109934	0.0201872	0.0431169	0.228501	0.264208	0.0498458	0.0229479	0.422968	0.0115289	0.240229	0.211897	0.168158	0.379717	2.927734
14890	-14751.7	-14774.6	22.8619	0.119293	0.0975168	0.115486	0.0927495	0.0905013	0.0759343	0.1324	0.0578175	0.0744173	0.150899	0.0746646	0.0682978	0.0920949	0.10829	0.119471	0.0995433	0.1234	0.0953916	0.101856	0.0705916	0.0852745	0.0851264	0.135626	0.0173752	0.0397444	0.0277962	0.0413633	0.0210632	0.0415425	0.0116235	0.0180696	0.036674	0.0566004	0.0172196	0.0233009	0.0474856	0.0231972	0.0258257	0.0619376	0.0283439	0.0154516	0.0161072	0.0232804	0.228625	0.264352	0.0474722	0.0244655	0.423198	0.0118871	0.240771	0.212375	0.168537	0.378316	2.860643
14900	-14756	-14779.1	23.1564	0.120631	0.0831215	0.0849188	0.0683836	0.0953505	0.0627152	0.109346	0.0756788	0.0778891	0.161941	0.0760103	0.0737699	0.0993947	0.0854804	0.103672	0.122054	0.115045	0.1048	0.145046	0.0742363	0.0791512	0.0906441	0.136582	0.0159526	0.0307894	0.0554528	0.0411449	0.018151	0.0253283	0.00837611	0.015902	0.0357999	0.0254061	0.00817602	0.0213512	0.0478182	0.0197881	0.0278195	0.087278	0.0325266	0.0163598	0.015554	0.0363532	0.228822	0.264579	0.0475131	0.0244866	0.423563	0.0110362	0.242491	0.213892	0.162598	0.381018	2.831189
14910	-14753.3	-14775.6	22.2722	0.13428	0.0903169	0.0974123	0.089378	0.0885605	0.0766134	0.108993	0.0690923	0.0917278	0.146121	0.0619602	0.0697604	0.0802816	0.104844	0.108381	0.122054	0.124526	0.094464	0.131065	0.0742854	0.0908828	0.0966762	0.159165	0.0169662	0.0370623	0.0406826	0.0405474	0.0301926	0.0357596	0.0151821	0.0274363	0.0568011	0.0312136	0.012326	0.0293229	0.0393874	0.011454	0.0304486	0.0723467	0.0245219	0.0178362	0.0107835	0.0285007	0.229181	0.268805	0.0451113	0.0243644	0.424228	0.00831027	0.242491	0.213892	0.162598	0.381018	2.919612
14920	-14750.7	-14771.7	21.0287	0.131856	0.0895771	0.101033	0.0943981	0.113471	0.0702059	0.123865	0.0807934	0.0941154	0.193324	0.0626204	0.0675545	0.0963877	0.0936624	0.121751	0.111291	0.127672	0.10664	0.104514	0.0729739	0.0909453	0.100313	0.161378	0.0188891	0.0262148	0.0440458	0.0422425	0.0268723	0.042669	0.0111861	0.0259767	0.0496374	0.0299937	0.0175106	0.032132	0.0525716	0.00972875	0.0236769	0.0736185	0.03471	0.0153725	0.0204152	0.0361588	0.23861	0.260538	0.0558878	0.025729	0.411181	0.0080547	0.243888	0.215124	0.164633	0.376355	3.043963
14930	-14758.7	-14780.6	21.8855	0.131856	0.11169	0.0982222	0.0773568	0.121753	0.0596612	0.108153	0.0557955	0.11706	0.193521	0.0796402	0.067367	0.0970992	0.104413	0.0959673	0.131508	0.109791	0.107639	0.109903	0.0646447	0.0761445	0.0861548	0.163213	0.0282663	0.0311551	0.0340056	0.0316903	0.0217892	0.0395551	0.0215516	0.019392	0.0548377	0.0271423	0.0143113	0.0274392	0.036519	0.0128005	0.014809	0.0920931	0.0192141	0.0218755	0.00855455	0.0327299	0.224774	0.266405	0.0519014	0.0280194	0.420439	0.00846133	0.250559	0.213667	0.161968	0.373806	2.958284
14940	-14749.4	-14772.3	22.8477	0.100623	0.0880717	0.0922939	0.0896033	0.0921692	0.0740024	0.125935	0.0679051	0.0728378	0.168693	0.0695397	0.0815947	0.0934144	0.101336	0.119827	0.136754	0.132266	0.0949671	0.125426	0.0594678	0.0687555	0.086937	0.143586	0.0155127	0.0414013	0.04023	0.0360024	0.0214854	0.0358903	0.0228599	0.0301382	0.0297727	0.0412424	0.0128134	0.0174541	0.0387031	0.00596466	0.0248997	0.0711219	0.025218	0.0191241	0.0178156	0.028405	0.227325	0.269428	0.0524904	0.0315871	0.406868	0.012301	0.246091	0.209857	0.15908	0.384972	2.862061
14950	-14753.6	-14777	23.3734	0.122779	0.0992783	0.0945362	0.0982164	0.0921692	0.0664388	0.102753	0.0514732	0.0728378	0.158329	0.0804007	0.0762548	0.0942353	0.0919091	0.0942128	0.100831	0.135555	0.111982	0.114411	0.05775	0.0727577	0.078403	0.140999	0.0220365	0.0347253	0.0399033	0.0252515	0.0274533	0.0286686	0.0161297	0.0215388	0.0413281	0.0327916	0.0101097	0.0148819	0.0496137	0.0242271	0.0151462	0.0899605	0.040051	0.0151924	0.0118879	0.0400805	0.226146	0.274994	0.0522181	0.0267899	0.404757	0.0150947	0.246091	0.209857	0.15908	0.384972	2.809489
14960	-14756.5	-14779.3	22.7618	0.111721	0.0978075	0.108939	0.118467	0.101031	0.0677331	0.115288	0.0690926	0.07491	0.147413	0.0665816	0.0762548	0.0865707	0.0964367	0.0893136	0.140474	0.111759	0.103518	0.113199	0.0763623	0.0727577	0.0768619	0.157404	0.0149918	0.0309747	0.0332547	0.0439833	0.0215192	0.0379122	0.0165865	0.0266515	0.0247054	0.0511505	0.0098642	0.012364	0.0478378	0.0163856	0.0230713	0.0837001	0.0293203	0.019741	0.00675308	0.0399909	0.218495	0.280253	0.055148	0.0273022	0.412498	0.00630409	0.246506	0.208525	0.159348	0.385621	2.870653
14970	-14761.3	-14783.3	21.9902	0.141336	0.0884292	0.104411	0.0995812	0.123885	0.0672155	0.121386	0.0736566	0.0809108	0.187252	0.0665816	0.0746974	0.0848188	0.0881908	0.0893702	0.133548	0.138316	0.103518	0.109982	0.078659	0.0720682	0.0663901	0.157303	0.0199867	0.0348266	0.0373568	0.0299635	0.0258989	0.0396003	0.0182367	0.0236256	0.0504967	0.0477215	0.0241756	0.0165988	0.025007	0.0255396	0.0258069	0.0586561	0.0271454	0.0234279	0.00886769	0.0333706	0.218495	0.280253	0.055148	0.0273022	0.412498	0.00630409	0.242624	0.228943	0.172356	0.356076	2.947814
14980	-14760.5	-14781.3	20.8139	0.117306	0.102693	0.0784509	0.0928357	0.13233	0.0927362	0.120417	0.0759301	0.0946947	0.187864	0.0890489	0.0718207	0.0852478	0.0931008	0.103485	0.137496	0.129322	0.104093	0.107612	0.0726788	0.11026	0.0899397	0.141215	0.0256464	0.0329845	0.0410524	0.0491906	0.0121063	0.0348102	0.0149713	0.0308904	0.0462135	0.0338778	0.0161462	0.0180967	0.0564093	0.0187068	0.0199166	0.0949715	0.0236762	0.0216591	0.00647772	0.037058	0.21678	0.278053	0.0545436	0.0342334	0.40926	0.00713063	0.244223	0.230452	0.166903	0.358422	3.065438
14990	-14755.2	-14776.8	21.5965	0.140215	0.103858	0.084251	0.100042	0.098472	0.0660505	0.107608	0.0689232	0.0835411	0.152614	0.0685834	0.0782953	0.0851768	0.0822909	0.115591	0.139634	0.114201	0.104302	0.110701	0.0860811	0.0949449	0.0865952	0.155974	0.0263645	0.038732	0.0460899	0.0476815	0.023511	0.0365558	0.0190678	0.0210719	0.031194	0.0407482	0.0102631	0.0285535	0.05397	0.0234276	0.0353414	0.0678429	0.0348642	0.0206318	0.00928341	0.0440397	0.21678	0.278053	0.0545436	0.0342334	0.40926	0.00713063	0.255742	0.226939	0.16436	0.352959	2.987179
15000	-14760.2	-14782	21.7175	0.128431	0.110724	0.124478	0.0929303	0.108746	0.0744015	0.114047	0.0836945	0.0827747	0.172257	0.0713957	0.0673763	0.11199	0.0845201	0.103993	0.113455	0.102477	0.110681	0.131332	0.0696281	0.0910384	0.0924215	0.136305	0.0151817	0.0318651	0.0222951	0.0505428	0.0177993	0.0313387	0.0209172	0.0271475	0.0314432	0.0459794	0.0061568	0.0277744	0.0398642	0.0160853	0.0302912	0.0833098	0.0288985	0.0203217	0.0199679	0.0288079	0.205199	0.282574	0.0554305	0.024771	0.415914	0.0161111	0.255742	0.226939	0.16436	0.352959	2.975085
15010	-14760.7	-14782.4	21.6735	0.128431	0.107359	0.0899878	0.0982358	0.0934136	0.0659537	0.11664	0.0834193	0.0532781	0.195271	0.0967157	0.0722541	0.11199	0.0849186	0.111041	0.132182	0.125305	0.092294	0.116093	0.0875008	0.0837462	0.0665845	0.156957	0.0319871	0.0311374	0.029966	0.0486503	0.0225935	0.0275921	0.0148838	0.0213729	0.0520245	0.043146	0.0121659	0.0264767	0.0395365	0.0152951	0.0189686	0.0823814	0.0336438	0.0130364	0.0167298	0.0283284	0.204926	0.282198	0.0524892	0.0289356	0.415361	0.0160897	0.246731	0.2252	0.164273	0.363797	2.979487
15020	-14758.7	-14779.8	21.1531	0.12223	0.0949414	0.0928015	0.102362	0.101779	0.071899	0.0989594	0.0800998	0.0965511	0.195271	0.0897461	0.074899	0.0869786	0.0992502	0.104991	0.110487	0.107957	0.111261	0.135628	0.0856949	0.0979177	0.0869406	0.14879	0.030159	0.0323882	0.023977	0.0427115	0.0284196	0.0408181	0.017376	0.0245894	0.0291647	0.0393883	0.0177149	0.0311665	0.0434736	0.0282811	0.0206915	0.0895488	0.0266403	0.0102848	0.0121478	0.0451448	0.203668	0.280465	0.0656023	0.0221226	0.412809	0.0153334	0.233757	0.229078	0.167102	0.370063	3.031521
15030	-14758.5	-14780.7	22.1595	0.128671	0.103544	0.100848	0.0696785	0.0936198	0.0688649	0.0850908	0.0612034	0.0955773	0.158991	0.0788902	0.10114	0.102673	0.0878073	0.10898	0.119961	0.135027	0.0895809	0.128525	0.0900849	0.0887969	0.0793939	0.16359	0.0209529	0.0359263	0.0287143	0.0368319	0.0230429	0.0409289	0.0172103	0.0238968	0.043742	0.038396	0.0112377	0.0276043	0.0406311	0.0140992	0.0252543	0.0779815	0.0355471	0.0143837	0.00744128	0.0265176	0.210591	0.289998	0.0538924	0.0225138	0.40715	0.0158547	0.233757	0.229078	0.167102	0.370063	2.930879
15040	-14759.4	-14780.7	21.2499	0.119321	0.104273	0.0957867	0.0934526	0.106967	0.0641776	0.103274	0.0605527	0.0994324	0.182721	0.0773957	0.0666712	0.109186	0.100251	0.107909	0.113376	0.153391	0.0897081	0.113644	0.0889814	0.0902003	0.0834825	0.167299	0.0200444	0.0392599	0.024111	0.0568372	0.0213489	0.0344259	0.0203489	0.0236214	0.0431023	0.0422	0.0184758	0.0249664	0.043987	0.00757398	0.0317298	0.0647261	0.030488	0.0165762	0.0210106	0.0455579	0.23974	0.266373	0.0522055	0.0289233	0.394406	0.0183531	0.233757	0.229078	0.167102	0.370063	3.021845
15050	-14753.6	-14775.4	21.741	0.113819	0.108949	0.0946473	0.0853616	0.106967	0.0556795	0.115225	0.0707662	0.0894589	0.177948	0.0912584	0.0820411	0.107514	0.109392	0.097851	0.139019	0.129946	0.108888	0.0978185	0.0939033	0.0766604	0.073993	0.150106	0.029931	0.0290988	0.0241373	0.0341845	0.0327325	0.0297271	0.0151829	0.0181238	0.0509553	0.0489376	0.00748558	0.0257876	0.0343593	0.0198491	0.0252011	0.0803202	0.0389703	0.0117029	0.00875731	0.0300716	0.229405	0.273756	0.0555625	0.0290824	0.401333	0.0108612	0.227967	0.223404	0.162963	0.385666	2.972729
15060	-14755.7	-14777.8	22.106	0.124632	0.121095	0.103204	0.0864199	0.0902788	0.0783131	0.11259	0.0677445	0.0953222	0.161843	0.0759463	0.063639	0.0844137	0.117146	0.108106	0.133694	0.117723	0.124321	0.107952	0.0645849	0.079843	0.0703817	0.162655	0.0263406	0.0331966	0.0377502	0.0286083	0.0185158	0.0349972	0.0213734	0.0263653	0.029928	0.0327492	0.0169211	0.0376588	0.0421531	0.0157398	0.0290501	0.0717161	0.0333336	0.0197158	0.0148887	0.0133867	0.236524	0.277029	0.0495863	0.0185596	0.406131	0.0121706	0.227967	0.223404	0.162963	0.385666	2.936237
15070	-14751.9	-14774.1	22.1883	0.132554	0.085248	0.0884461	0.126632	0.100336	0.0737759	0.0934171	0.0679118	0.0868711	0.175214	0.0800476	0.0677217	0.0838187	0.101866	0.115465	0.133694	0.124861	0.119445	0.11895	0.0775032	0.089608	0.0746998	0.14061	0.0151418	0.0232255	0.0452844	0.0306521	0.0203058	0.0380935	0.0157573	0.0141982	0.0356131	0.0436005	0.0119757	0.0289899	0.0466438	0.0125959	0.0258775	0.0768597	0.031076	0.0175502	0.0170996	0.0187681	0.236071	0.276498	0.0494912	0.023228	0.405353	0.00935938	0.22675	0.222212	0.167431	0.383607	2.928004
15080	-14756.9	-14779.2	22.2539	0.127619	0.107608	0.0922604	0.0942319	0.101206	0.0636172	0.101329	0.0695618	0.0745665	0.168325	0.0843373	0.0643267	0.0692964	0.100221	0.121492	0.120184	0.130208	0.0972542	0.113884	0.0585945	0.103543	0.0742375	0.176502	0.0210609	0.0414374	0.0433258	0.0416793	0.0300509	0.028779	0.00599076	0.0142882	0.0419544	0.0303339	0.0137771	0.0212584	0.0478868	0.0327045	0.0332301	0.0743558	0.0236012	0.0191506	0.0124553	0.0297168	0.232645	0.272486	0.06084	0.022891	0.399471	0.0116679	0.229085	0.2245	0.169155	0.37726	2.921442
15090	-14757	-14779	22.0224	0.139016	0.0934164	0.107627	0.0977181	0.106518	0.0850472	0.114178	0.0754336	0.0955781	0.16588	0.0519094	0.0711613	0.0938326	0.105517	0.113863	0.120184	0.134223	0.0827809	0.112787	0.0598108	0.0882553	0.0742375	0.141794	0.0239725	0.0425874	0.0483223	0.0475499	0.0125708	0.0498573	0.00791838	0.0319652	0.0316946	0.0289994	0.0145484	0.0233419	0.0494026	0.0122029	0.0251081	0.074716	0.0348031	0.0134014	0.0109239	0.0299398	0.233937	0.273999	0.0611778	0.0230181	0.401689	0.00617943	0.23116	0.226534	0.161629	0.380677	2.944595
15100	-14752.7	-14775.8	23.0454	0.107925	0.0901468	0.10343	0.0722975	0.0974426	0.063159	0.0977802	0.0821705	0.0670704	0.175284	0.0718506	0.0844462	0.0842668	0.0893517	0.0986771	0.120184	0.10912	0.0993654	0.121021	0.0870368	0.0998838	0.0720833	0.135188	0.0287959	0.0350508	0.035252	0.0384204	0.0227443	0.038597	0.0135931	0.0233567	0.0329479	0.031188	0.0182565	0.0263341	0.0413821	0.0330103	0.0302662	0.0673838	0.0305238	0.0125501	0.0137381	0.0397247	0.230396	0.269851	0.0602517	0.0326614	0.395608	0.0112321	0.236402	0.215571	0.157378	0.39065	2.842295
15110	-14758.1	-14780.7	22.6673	0.118147	0.114125	0.110695	0.0911125	0.101391	0.0675287	0.0977802	0.0838501	0.100502	0.133017	0.070067	0.0658891	0.0859575	0.0971886	0.109911	0.120184	0.123748	0.09461	0.10845	0.0873634	0.0936646	0.0790665	0.138269	0.010161	0.0294526	0.0351934	0.0371839	0.022715	0.0267282	0.0285902	0.0169894	0.0335165	0.0420146	0.0157567	0.0272123	0.0395477	0.0215879	0.0178052	0.079731	0.0242329	0.0348426	0.0178985	0.0264276	0.237144	0.277755	0.0620164	0.0307476	0.382948	0.00938995	0.236402	0.215571	0.157378	0.39065	2.880105
15120	-14757.8	-14780.6	22.7739	0.123784	0.0954084	0.0917004	0.0789994	0.0997541	0.0698723	0.0966334	0.0703141	0.0900289	0.172591	0.0870255	0.0796629	0.10475	0.0917521	0.0980196	0.133553	0.110241	0.0898478	0.113446	0.0716513	0.0840485	0.0840869	0.154957	0.0173579	0.0267103	0.0350414	0.0381987	0.0156459	0.0426668	0.0293511	0.0232157	0.0327706	0.0404253	0.0182933	0.0219137	0.0400951	0.0083781	0.0274967	0.0592025	0.0350427	0.0179676	0.0203759	0.0271635	0.237539	0.278218	0.0657243	0.0307989	0.383586	0.0041336	0.215849	0.222777	0.157331	0.404043	2.869441
15130	-14755.6	-14778.2	22.6103	0.109945	0.0902964	0.0980037	0.0946127	0.095971	0.0763877	0.12637	0.0681612	0.0900289	0.161624	0.0710041	0.069255	0.0818494	0.107786	0.126244	0.109694	0.11572	0.106563	0.122592	0.0581448	0.0902159	0.0723566	0.147001	0.0204291	0.022405	0.0388554	0.0332871	0.0152621	0.041887	0.0293511	0.016585	0.0388544	0.0374953	0.0134843	0.0223573	0.0532998	0.0139985	0.023557	0.0749056	0.0358142	0.0158361	0.022058	0.0262503	0.221342	0.259246	0.0633913	0.0287741	0.416689	0.0105576	0.219459	0.226502	0.159962	0.394077	2.885799
15140	-14757.7	-14778.3	20.5387	0.152417	0.0927953	0.0980037	0.0946127	0.0829942	0.0814356	0.126014	0.0739344	0.0935489	0.18774	0.067035	0.096642	0.0871011	0.102775	0.102738	0.113045	0.148181	0.107797	0.110037	0.0822768	0.0755245	0.0838885	0.16888	0.0155324	0.0370861	0.0371101	0.0440615	0.0207319	0.0380794	0.0282813	0.0347082	0.052912	0.0419885	0.0188219	0.02236	0.0418284	0.0156508	0.0240245	0.0836881	0.0267276	0.0208421	0.0135848	0.0455286	0.215464	0.254384	0.0617082	0.0190027	0.436945	0.0124956	0.250857	0.237478	0.167714	0.343952	3.092967
15150	-14759.8	-14780.8	20.9944	0.101769	0.112939	0.0931775	0.0934856	0.10584	0.0716149	0.115875	0.0731735	0.0828157	0.194663	0.0746606	0.096642	0.112601	0.0968642	0.0962492	0.110309	0.133446	0.109457	0.127132	0.0669515	0.0857275	0.066656	0.16888	0.0184454	0.0378147	0.0454798	0.0447823	0.0330531	0.0395476	0.00925732	0.0207241	0.0420295	0.0384076	0.0120362	0.0232879	0.0417994	0.0210289	0.0192778	0.0886202	0.0254702	0.0209953	0.0259292	0.0484802	0.212648	0.253207	0.0609016	0.0343395	0.431234	0.00766941	0.247701	0.238478	0.16842	0.345401	3.047398
